date,base,timestamp,terms,privacy,ADA,AED,AFN,ALL,AMD,ANG,AOA,ARB,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BNB,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BYR,BZD,CAD,CDF,CHF,CLF,CLP,CNY,COP,CRC,CUC,CUP,CVE,CZK,DAI,DJF,DKK,DOP,DOT,DZD,EGP,ERN,ETB,ETH,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LTC,LTL,LVL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,OP,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOL,SOS,SRD,STD,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VEF,VND,VUV,WST,XAF,XAG,XAU,XCD,XDR,XOF,XPD,XPF,XPT,XRP,YER,ZAR,ZMK,ZMW,ZWL
2024-03-13T19:38:00.000Z,USD,1710358680,https://fxratesapi.com/legal/terms-conditions,https://fxratesapi.com/legal/privacy-policy,1.3341258587,3.6715803885,71.1267795631,94.6705516132,402.6858809497,1.7858103343,832.9270908705,0.4737845671,849.3452882265,1.5098601997,1.79,1.7,1.78530019,2,109.5789761911,1.7829902523,0.376,2858.6995117416,1,0.0016824606,1.3310502434,6.9328808184,4.9709407125,1,0.0000137039,82.8269730108,13.5781623815,3.2715696256,32715.702430868,2,1.3466902367,2661.2047590233,0.8785200969,0.0252400033,947.0963166049,7.1844011104,3900.1554544909,508.1403197588,1,24,100.7142564562,23.0599845018,1.0005302395,177.721,6.8095008974,59.0413299591,0.0912163369,134.8751564923,48.4334483226,15,56.8010072123,0.0002503233,0.9134201538,2.2283903554,0.7816011318,0.7814501419,2.654750327,0.781601403,12.7985121038,0.7816011665,57.8848680776,8551.5922785609,7.7939014673,208.8374026118,7.8200811396,24.6776533595,6.6153207607,134.2562441418,361.5888674685,15553.188241099,3.6356206393,0.7816010549,82.7628905448,1307.9209815941,41991.831773209,135.6558151618,0.7816012958,154.6293081041,0.71,147.7830653178,137.1203508187,89.4208053632,4035.7595598252,450.8651213409,899.9933243324,1311.5390649131,0.3069800323,0.83333,449.4522614969,20881.160953782,89525.519324213,305.5115723485,192.5427070726,18.6505231209,0.0103808326,3.1540256364,0.6419858539,4.8044406822,10.0078119509,17.5081321291,4504.7596456101,56.1953075804,2094.5552513305,3384.9135509314,8.044120835,356.999828,45.6876765154,15.4474628904,1560.1246870633,16.6778420627,4.6853005745,63.6930385017,18.5340935714,1592.8671488856,36.7653179869,10.4762118349,132.3002733099,1.6238502758,0.3840700387,0.2288402609,0.9989101659,3.6646805861,3.7599707383,55.3600207164,278.7126926765,3.9112806737,7323.1602766508,3.6389104807,4.5375006606,106.6704353472,91.3603539598,1281.4611348011,3.7438706528,8.3157114684,14.5237115871,601.5,10.2242017431,1.3318701476,0.7814501524,22588.150750061,0.0062146969,571.3968682621,35.0743968106,22523.370528885,8.75,13001.62453434,18.5694137089,35.6067169035,10.9490713202,3.5,3.088960361,2.3326604621,32.0686461306,6.8091608254,31.504283569,2553.9122323709,38.4468050906,3889.723013508,1,39.1777654556,12548.295336971,3616644.6111592,24666.249085048,119.6540779488,2.7369719612,598.9443365021,0.0400475808,0.0004599461,2.7,0.7501201311,598.9443520165,0.0009534571,108.878801399,0.0010640881,1.460366971,249.8015524246,18.5776120038,9001.2,24.782993312,361.9
