success,terms,privacy,timestamp,date,base,rates.ADA,rates.AED,rates.AFN,rates.ALL,rates.AMD,rates.ANG,rates.AOA,rates.ARB,rates.ARS,rates.AUD,rates.AWG,rates.AZN,rates.BAM,rates.BBD,rates.BDT,rates.BGN,rates.BHD,rates.BIF,rates.BMD,rates.BNB,rates.BND,rates.BOB,rates.BRL,rates.BSD,rates.BTC,rates.BTN,rates.BWP,rates.BYN,rates.BYR,rates.BZD,rates.CAD,rates.CDF,rates.CHF,rates.CLF,rates.CLP,rates.CNY,rates.COP,rates.CRC,rates.CUC,rates.CUP,rates.CVE,rates.CZK,rates.DAI,rates.DJF,rates.DKK,rates.DOP,rates.DOT,rates.DZD,rates.EGP,rates.ERN,rates.ETB,rates.ETH,rates.EUR,rates.FJD,rates.FKP,rates.GBP,rates.GEL,rates.GGP,rates.GHS,rates.GIP,rates.GMD,rates.GNF,rates.GTQ,rates.GYD,rates.HKD,rates.HNL,rates.HRK,rates.HTG,rates.HUF,rates.IDR,rates.ILS,rates.IMP,rates.INR,rates.IQD,rates.IRR,rates.ISK,rates.JEP,rates.JMD,rates.JOD,rates.JPY,rates.KES,rates.KGS,rates.KHR,rates.KMF,rates.KPW,rates.KRW,rates.KWD,rates.KYD,rates.KZT,rates.LAK,rates.LBP,rates.LKR,rates.LRD,rates.LSL,rates.LTC,rates.LTL,rates.LVL,rates.LYD,rates.MAD,rates.MDL,rates.MGA,rates.MKD,rates.MMK,rates.MNT,rates.MOP,rates.MRO,rates.MUR,rates.MVR,rates.MWK,rates.MXN,rates.MYR,rates.MZN,rates.NAD,rates.NGN,rates.NIO,rates.NOK,rates.NPR,rates.NZD,rates.OMR,rates.OP,rates.PAB,rates.PEN,rates.PGK,rates.PHP,rates.PKR,rates.PLN,rates.PYG,rates.QAR,rates.RON,rates.RSD,rates.RUB,rates.RWF,rates.SAR,rates.SBD,rates.SCR,rates.SDG,rates.SEK,rates.SGD,rates.SHP,rates.SLL,rates.SOL,rates.SOS,rates.SRD,rates.STD,rates.SVC,rates.SYP,rates.SZL,rates.THB,rates.TJS,rates.TMT,rates.TND,rates.TOP,rates.TRY,rates.TTD,rates.TWD,rates.TZS,rates.UAH,rates.UGX,rates.USD,rates.UYU,rates.UZS,rates.VEF,rates.VND,rates.VUV,rates.WST,rates.XAF,rates.XAG,rates.XAU,rates.XCD,rates.XDR,rates.XOF,rates.XPD,rates.XPF,rates.XPT,rates.XRP,rates.YER,rates.ZAR,rates.ZMK,rates.ZMW,rates.ZWL
true,https://fxratesapi.com/legal/terms-conditions,https://fxratesapi.com/legal/privacy-policy,1710667320,2024-03-17T09:22:00.000Z,USD,1.4880910434,3.6724107262,71.373553369,94.9070519486,402.6081599734,1.7862003209,833.5820717922,0.581352601,850.6815603867,1.5245701971,1.79,1.7,1.7952503516,2,109.6057375484,1.7918903159,0.376,2859.7812675711,1,0.00173486,1.3372801889,6.9110210528,4.997130956,1,0.000014983,82.8816525718,13.622222113,3.2760287319,32760.268205006,2,1.3542102023,2763.1195909328,0.8838201018,0.0251200042,944.5719446486,7.1956210082,3875.624903209,505.2964128608,1,24,101.2561728655,23.0829427912,0.9984396725,177.721,6.8499006991,59.0751598571,0.1019390862,135.0532457953,47.8189950117,15,56.6164593767,0.0002804111,0.9183501299,2.2419902741,0.7850060966,0.7851001158,2.6750104179,0.7850064833,12.8433322513,0.7850063569,58.1557303827,8558.5542084059,7.7994409504,208.9509824924,7.8214212962,24.6841524961,6.646270954,135.1725907853,360.4379850003,15577.6022222,3.6762206579,0.7850066084,82.8745829881,1307.9406747458,42005.864808173,136.5166853152,0.7850060786,153.8635070257,0.71,149.130135794,133.8842879477,89.6264621091,4052.586884249,452.5068979123,900,1329.4210514166,0.3065400552,0.83333,449.1827916895,20933.018993501,89571.503566965,305.3112418316,192.5768905325,18.7675529399,0.0116232066,3.1692264872,0.6450803024,4.8059804945,10.0414513174,17.6030125824,4503.784648765,56.3970208666,2095.1231695517,3378.5567133992,7.9903708375,356.999828,45.9888470445,15.4564629618,1683.4943308308,16.7078322317,4.7026206024,63.6735764181,18.713693019,1610.244225527,36.6243423959,10.6217211478,132.7073636077,1.6444002958,0.3842000439,0.2789418467,0.9993201019,3.6921706893,3.768620583,55.5483968096,278.8698017744,3.9460806899,7320.6684416588,3.6402004776,4.5664607256,107.2904718617,92.5336907824,1282.7389692617,3.7456804094,8.4638179435,14.348602337,601.5,10.3598119904,1.3367602495,0.7851001426,22427.223604411,0.0053419422,571.3556641979,35.0752959799,22497.980448965,8.75,13001.996918636,18.7348133823,35.9072665714,10.9459712529,3.5,3.0942803637,2.3360303701,32.1261334489,6.781360768,31.6581450642,2549.7758351741,38.4635664183,3884.3628920257,1,39.1887577278,12580.082732713,3619062.2162927,24702.843150892,119.0486038354,2.6824050806,602.349107667,0.0397112081,0.0004638127,2.7,0.7520201302,602.3490930754,0.0010416678,109.4793375343,0.001114468,1.6216591552,249.8524396208,18.7170636062,9001.2,25.1981640789,361.9
